ENSG00000134376,CRB1,epithelial cell polarity,blood vessel remodeling,cell-cell adhesion,protein binding,plasma membrane localization,tumor angiogenesis
ENSG00000133943,DGLUCY,mitochondrial localization,d-glutamate cyclase activity,lyase activity,glutamate metabolic process,energy metabolism,redox balance
ENSG00000198835,GJC2,gap junction channel activity,cell-cell signaling,negative regulation of cell cycle,response to toxic substance,transmembrane transport,plasma membrane localization
ENSG00000178623,GPR35,chemokine receptor activity,chemokine-mediated signaling pathway,cytoskeleton organization,g protein-coupled receptor activity,positive regulation of cytosolic calcium ion concentration,membrane localization
ENSG00000124074,ENKD1,microtubule binding,alpha-tubulin binding,spindle assembly,mitosis,cell projection organization,non-motile cilium assembly
ENSG00000139579,NABP2,single-stranded dna binding,telomeric dna binding,double-strand break repair,homologous recombination,dna damage response,telomere capping
ENSG00000171867,PRNP,prion protein binding,synaptic plasticity,copper ion binding,glutamate receptor signaling,oxidative stress response,neuron apoptotic process
ENSG00000181392,SYNE4,spectrin repeat containing nuclear envelope family member 4,protein binding,nuclear outer membrane,establishment of epithelial cell apical/basal polarity,nuclear envelope,meiotic nuclear membrane microtubule tethering complex
ENSG00000182685,BRICD5,brichos domain,protein binding,extracellular space localization,membrane localization,regulation of cell population proliferation,cell cycle control
ENSG00000139116,KIF21A,microtubule binding,plus-end-directed microtubule motor activity,cytoskeletal motor activity,axonal transport,cell migration,tumor progression
ENSG00000163072,NOSTRIN,nitric oxide synthase trafficking,cell migration,actin filament organization,signal transduction,dna binding,protein binding
ENSG00000107223,EDF1,dna binding,transcription coactivator activity,cell differentiation,positive regulation of dna-templated transcription,regulation of lipid metabolic process,endothelial cell differentiation
ENSG00000116833,NR5A2,transcriptional regulation,dna binding,cell proliferation,cholesterol homeostasis,hormone signaling,bile acid metabolism
ENSG00000214253,FIS1,mitochondrial fission,apoptotic signaling pathway,fatty acid transport,protein adaptor activity,peroxisome function,mitochondrial outer membrane localization
ENSG00000100335,MIEF1,mitochondrial dynamics,protein targeting to membrane,mitochondrial respiratory chain complex i assembly,ribosome biogenesis,cellular response to hypoxia,hypoxia
ENSG00000166689,PLEKHA7,cell-cell adhesion,delta-catenin binding,zonula adherens maintenance,adherens junction,epithelial cell-cell adhesion,protein binding
,LARS,leucyl-trna synthetase activity,protein synthesis,translation,protein homeostasis,tumorigenesis,cell cycle regulation
ENSG00000145888,GLRA1,glycine binding,chloride channel activity,inhibitory postsynaptic potential,neuron projection,synaptic transmission,transmembrane signaling receptor activity
ENSG00000197587,DMBX1,dna-binding transcription repressor activity,negative regulation of rna polymerase ii transcription,sequence-specific dna binding,regulation of transcription by rna polymerase ii,developmental growth,central nervous system development
ENSG00000100522,GNPNAT1,glucosamine 6-phosphate n-acetyltransferase activity,protein binding,udp-n-acetylglucosamine biosynthetic process,golgi apparatus localization,glycosaminoglycan biosynthesis,extracellular matrix organization
ENSG00000110047,EHD1,endocytic recycling,protein transport,endosomal transport,cilium assembly,small gtpase binding,signal transduction pathways
ENSG00000131381,RBSN,rabenosyn-5 function,endosome to golgi transport,golgi organization,protein transport,small gtpase binding,phosphatidylinositol-3-phosphate binding
ENSG00000147155,EBP,cholesterol biosynthetic process,sterol metabolic process,cholesterol-5,6-oxide hydrolase activity,isomerase activity,nuclear envelope
ENSG00000136052,SLC41A2,magnesium ion transmembrane transporter activity,inorganic cation transmembrane transporter activity,monoatomic cation transmembrane transport,metal ion transport,transmembrane transport,cellular component plasma membrane
,SEPT12,**actin cytoskeleton organization,dna repair,tumor development,gene expression regulation,cell cycle regulation,protein localization
ENSG00000082556,OPRK1,kappa-type opioid receptor activity,dynorphin binding,g protein signaling,pain perception,neurotransmitter signaling,cocaine response
ENSG00000171033,PKIA,camp-dependent protein kinase inhibitor activity,negative regulation of camp/pka signal transduction,regulation of g2/m transition of mitotic cell cycle,protein kinase a catalytic subunit binding,nuclear localization,transcriptional regulation
ENSG00000158716,DUSP23,map kinase phosphatase activity,dephosphorylation,chromatin remodeling,transcription regulation,nucleus localization,rna polymerase ii interaction
ENSG00000196290,NIF3L1,rna polymerase ii-specific dna-binding transcription factor binding,protein binding,positive regulation of dna-templated transcription,neuron differentiation,nucleus localization,mitochondrion localization
ENSG00000117475,BLZF1,vesicle-mediated transport,golgi apparatus,protein binding,ubiquitin protein ligase binding,nucleus localization,transcription regulation
ENSG00000075624,ACTB,actin cytoskeleton organization,cytoskeletal protein binding,focal adhesion assembly,cell motility,regulation of apoptotic process,protein localization to plasma membrane
ENSG00000130545,CRB3,protein-protein binding,epithelial cell polarity establishment,cell junction assembly,tight junctions,plasma membrane localization,cancer progression
ENSG00000120942,UBIAD1,prenyltransferase activity,oxidant detoxification,ubiquinone biosynthetic process,mitochondrial localization,cellular energy production,antioxidant activity
ENSG00000163535,SGO2,sister chromatid cohesion,chromosome segregation,centromere localization,kinetochore binding,cell division,meiosis
ENSG00000177694,NAALADL2,protein binding,response to bacterium,nucleoplasm localization,membrane localization,none,none
ENSG00000164082,GRM2,glutamate receptor activity,synaptic transmission regulation,gene expression,dopamine secretion,cellular response to stress,intracellular glutamate homeostasis
ENSG00000145414,NAF1,telomerase rna binding,ribosome biogenesis,positive regulation of telomere maintenance via telomerase,rrna processing,telomerase holoenzyme complex assembly,nucleoplasm localization
ENSG00000244362,KRTAP19-7,protein binding,intermediate filament,cytosol localization,epithelial cell function,tumor growth,cell invasion
ENSG00000181929,PRKAG1,amp-activated protein kinase regulator activity,positive regulation of gluconeogenesis,regulation of glycolytic process,cellular response to glucose starvation,protein phosphorylation,nucleoplasm localization
ENSG00000167107,ACSF2,medium-chain fatty acid-coa ligase activity,long-chain fatty acid-coa ligase activity,mitochondrial matrix localization,lipid metabolic process,acyl-coa metabolic process,atp binding
ENSG00000088682,COQ9,ubiquinone biosynthesis,mitochondrial electron transport,nadh to ubiquinone,lipid binding,protein homodimerization activity,cellular respiration
ENSG00000007944,MYLIP,ubiquitin-protein transferase activity,protein binding,cholesterol homeostasis,negative regulation of low-density lipoprotein particle clearance,protein destabilization,regulation of protein catabolic process
ENSG00000103043,VAC14,phosphatidylinositol 3-phosphate biosynthesis,endosome membrane localization,signaling receptor activity,protein binding,signal transduction,pi(3)p regulation
ENSG00000159202,UBE2Z,ubiquitin conjugating enzyme activity,apoptotic process,negative regulation of apoptotic process,protein ubiquitination,nucleoplasm localization,cytoplasm localization
ENSG00000145358,DDIT4L,signal transduction regulation,negative regulation,cytoplasmic localization,protein binding,stress response,cancer-related expression alterations
ENSG00000204873,KRTAP9-3,keratin filament,cytosol localization,protein binding,identical protein binding,intermediate filament,none
ENSG00000254997,KRTAP5-9,keratin-associated protein binding,intermediate filament assembly,epithelial development,cell adhesion,tumor progression,cytosol localization
ENSG00000158552,ZFAND2B,polyubiquitin modification,protein binding,insulin-like growth factor signaling,proteasome complex,endoplasmic reticulum membrane,protein degradation
ENSG00000135636,DYSF,membrane fusion,vesicle trafficking,calcium signaling,immune response modulation,lipid binding,plasma membrane localization
ENSG00000161547,SRSF2,pre-mrna binding,rna binding,regulation of alternative mrna splicing,protein kinase c binding,protein binding,transcription corepressor activity
ENSG00000185811,IKZF1,dna-binding transcription factor activity,dna binding,regulation of dna-templated transcription,chromatin organization,lymphocyte differentiation,protein binding
ENSG00000143156,NME7,nucleoside diphosphate kinase activity,nucleotide biosynthesis (utp and ctp),microtubule regulation,cilium function,cellular signaling pathways,tumor cell migration
ENSG00000278570,NR2E3,nuclear receptor activity,dna-binding transcription factor activity,positive regulation of transcription by rna polymerase ii,cell population proliferation,intracellular receptor signaling pathway,regulation of dna-templated transcription
ENSG00000187175,KRTAP12-1,keratin filament,intermediate filament,protein binding,cytosol,cell shape maintenance,structural integrity
ENSG00000105991,HOXA1,dna-binding transcription factor activity,regulation of transcription by rna polymerase ii,embryonic neurocranium morphogenesis,artery morphogenesis,sequence-specific dna binding,positive regulation of transcription by rna polymerase ii
ENSG00000126804,ZBTB1,transcriptional regulation,dna binding,immune system modulation,cell differentiation,dna repair,t cell differentiation
ENSG00000183434,TFDP3,dna-binding transcription factor activity,regulation of dna-templated transcription,rna polymerase ii transcription regulatory region sequence-specific dna binding,regulation of cell cycle,transcription regulator inhibitor activity,dna damage response
ENSG00000148175,STOM,protein binding,ion channel inhibitor activity,plasma membrane localization,mitochondrion localization,positive regulation of protein targeting to membrane,rna polymerase binding
ENSG00000100243,CYB5R3,cytochrome-b5 reductase activity,endoplasmic reticulum membrane,mitochondrion,cholesterol biosynthesis,nitric oxide biosynthetic process,redox homeostasis
ENSG00000165495,PKNOX2,dna-binding transcription factor activity,transcription regulatory region sequence-specific dna binding,regulation of dna-templated transcription,sequence-specific double-stranded dna binding,actin cytoskeleton,nucleoplasm
ENSG00000143079,CTTNBP2NL,cortactin binding,actin cytoskeleton organization,protein phosphatase 2a binding,protein dephosphorylation,tumor invasion,cell motility
ENSG00000213281,NRAS,gtpase activity,mapk cascade,protein binding,positive regulation of endothelial cell proliferation,ras protein signal transduction,plasma membrane localization
ENSG00000155833,CYLC2,cytoskeletal organization,nucleus localization,cytoplasm localization,cell differentiation,spermatogenesis,cancer-related expression alteration
ENSG00000125409,TEKT3,cilium assembly,flagella motility,protein binding,acrosomal vesicle organization,cell division regulation,none
ENSG00000186930,KRTAP6-2,keratinization,intermediate filament assembly,protein binding,cellular cytoskeleton,epithelial tissue integrity,tumor growth regulation
ENSG00000092203,TOX4,chromatin dna binding,dna binding,protein binding,nucleus localization,regulation of transcription by rna polymerase ii,transcriptional regulation
ENSG00000115507,OTX1,dna-binding transcription factor activity,regulation of dna-templated transcription,rna polymerase ii cis-regulatory region sequence-specific dna binding,anterior/posterior pattern specification,forebrain development,protein binding
ENSG00000198089,SFI1,phosphatase binding,protein binding,cytosol localization,centriole localization,cell cycle regulation,microtubule organization
ENSG00000147400,CETN2,microtubule binding,cell division,dna repair,centrosome,calcium ion binding,g-protein binding
,HIST2H3A,histone modification,chromatin structure,gene expression regulation,transcriptional activation,cell cycle progression,dna repair
,HIST2H3C,histone h3 activity,chromatin organization,gene regulation,nucleus localization,dna replication,transcriptional control
,HIST2H3D,histone modification,chromatin remodeling,gene expression regulation,dna repair,transcriptional regulation,cancer development
ENSG00000105223,PLD3,phospholipase d activity,lysosomal membrane localization,cytoskeletal organization,signal transduction,membrane trafficking,inflammatory response
ENSG00000143786,CNIH3,synaptic transmission,ampa receptor activity,protein binding,signaling receptor binding,vesicle-mediated transport,postsynaptic membrane localization
ENSG00000148690,FRA10AC1,phosphatase activity,protein binding,mrna splicing,spliceosome,gene expression regulation,none
ENSG00000149929,HIRIP3,h2a-h2b histone complex chaperone activity,protein binding,chromatin organization,nucleoplasm localization,nucleolus localization,nucleus localization
ENSG00000168701,TMEM208,transmembrane protein,endoplasmic reticulum,autophagy,vacuolar protein processing,protein binding,cellular homeostasis
ENSG00000262045,KRT34,intermediate filament organization,epithelial cell differentiation,epidermis development,protein binding,structural molecule activity,cytoskeleton
ENSG00000123685,BATF3,dna binding,rna polymerase ii cis-regulatory region sequence-specific dna binding,myeloid dendritic cell differentiation,negative regulation of transcription by rna polymerase ii,response to virus,regulation of transcription by rna polymerase ii
ENSG00000204571,KRTAP5-11,protein binding,cytosol localization,intermediate filament,cell morphology,epithelial cell integrity,adhesion
ENSG00000117016,RIMS3,synaptic vesicle docking,exocytosis,calcium-ion regulated exocytosis,presynaptic active zone structure,transmembrane transporter binding,small gtpase binding
ENSG00000100151,PICK1,protein kinase c binding,gpcr binding,regulation of actin nucleation,receptor clustering,protein phosphorylation,synaptic vesicle formation
ENSG00000171729,TMEM51,membrane localization,protein binding,cell signaling regulation,intracellular trafficking,tumor progression,metastasis
ENSG00000108010,GLRX3,iron-sulfur cluster assembly,protein kinase c binding,redox homeostasis,signal transduction,tumor growth regulation,cellular localization (nucleus
ENSG00000129355,CDKN2D,cyclin-dependent kinase inhibitor activity,negative regulation of cell cycle,dna damage response,cell cycle g1/s phase transition,apoptosis inhibition,tumor suppressor function
ENSG00000196388,INCA1,cyclin-dependent protein serine/threonine kinase inhibitor activity,negative regulation of cell population proliferation,fibroblast proliferation,positive regulation of apoptotic signaling pathway,apoptotic signaling pathway,nucleoplasm localization
ENSG00000153823,PID1,mitochondrial fusion,reactive oxygen species metabolic process,cytokine signaling pathway,energy reserve metabolic process,cell population proliferation,fat cell differentiation
ENSG00000128185,DGCR6L,protein binding,nucleus localization,rna processing,gene expression regulation,tumorigenesis,oncogenic pathways
,HIST1H2BH,chromatin remodeling,gene expression regulation,histone modification,dna packaging,tumor development,genomic instability
ENSG00000168646,AXIN2,wnt signaling pathway,cell proliferation,protein degradation,tumor suppression,β-catenin binding,negative regulation
ENSG00000085382,HACE1,ubiquitin-protein transferase activity,rac protein signal transduction,regulation of cell migration,protein k48-linked ubiquitination,golgi organization,membrane fusion
ENSG00000149295,DRD2,dopamine binding,synapse,g protein-coupled receptor activity,positive regulation of mapk cascade,cell migration,regulation of synapse structural plasticity
ENSG00000123473,STIL,centrosome duplication,microtubule organizing center organization,smoothened signaling pathway,regulation of mitotic spindle organization,positive regulation of spindle assembly,neural tube development
ENSG00000104412,EMC2,er membrane protein complex subunit 2,membrane insertase activity,protein insertion into er membrane,endoplasmic reticulum,protein binding,cancer
ENSG00000135052,GOLM1,protein binding,golgi apparatus localization,regulation of lipid metabolic process,lipid metabolism,cellular compartmentalization,membrane
ENSG00000143801,PSEN2,intramembrane cleaving,notch signaling pathway,protein processing,endoplasmic reticulum membrane,aspartic endopeptidase activity,golgi apparatus
ENSG00000164896,FASTK,regulation of mitochondrial mrna stability,apoptotic signaling pathway,protein serine/threonine kinase activity,mitochondrion,fas-activated serine/threonine kinase activity,rna binding
ENSG00000181915,ADO,polyamine metabolism,oxidoreductase activity,iron ion binding,tumorigenesis,cell proliferation,redox reactions
ENSG00000104763,ASAH1,sphingolipid metabolism,ceramide catabolic process,regulation of programmed necrotic cell death,cellular response to tumor necrosis factor,n-acylsphingosine amidohydrolase activity,hydrolase activity
ENSG00000280516,TMEM42,protein binding,membrane localization,tumor development,tumor progression,cell signaling,extracellular matrix interaction
ENSG00000126950,TMEM35A,acetylcholine receptor regulator activity,chaperone-mediated protein complex assembly,positive regulation of protein localization to cell surface,endoplasmic reticulum,protein binding,none
ENSG00000197976,AKAP17A,protein kinase a binding,nucleic acid binding,rna splicing,signal transduction,regulation of dna-templated transcription,cytosol localization
ENSG00000123154,WDR83,wd repeat domain,kinase activity,rna splicing,mrna processing,regulation of nf-kappab signaling,inflammatory response
ENSG00000276644,DACH1,dna-binding transcription repressor activity,transcriptional regulation,negative regulation of cell proliferation,nucleoplasm localization,competitive promoter binding,cell migration inhibition
ENSG00000090905,TNRC6A,mirna-mediated gene silencing,protein binding,rna binding,p-body assembly,regulation of translation,cellular response to starvation
ENSG00000228964,HLA-B,peptide antigen binding,mhc class i protein complex,antigen processing and presentation,immune response regulation,t cell mediated cytotoxicity,tumor immune evasion
ENSG00000102024,PLS3,actin filament binding,calcium ion binding,plasma membrane localization,cell motility,tumor invasion,metastasis
ENSG00000125356,NDUFA1,nadh dehydrogenase (ubiquinone) activity,mitochondrial respiratory chain complex i assembly,aerobic respiration,proton motive force-driven mitochondrial atp synthesis,mitochondrion,cellular energy production
ENSG00000171135,JAGN1,neutrophil differentiation,immune system process,defense response to fungus,granulocyte colony-stimulating factor signaling pathway,protein binding,endoplasmic reticulum membrane
,CCDC155,cell growth,cell proliferation,oncogene,tumor progression,metastasis,none
ENSG00000143641,GALNT2,protein glycosylation,golgi apparatus localization,o-glycan processing,serine/threonine modification,protein maturation,golgi cisterna membrane
ENSG00000117155,SSX2IP,intraciliary transport,cilium assembly,cell motility,rac protein signal transduction,cell adhesion,protein binding
ENSG00000103018,CYB5B,nitric oxide biosynthesis,xenobiotic metabolism,oxidative stress response,heme binding,protein binding,mitochondrial outer membrane localization
ENSG00000155755,TMEM237,wnt signaling pathway regulation,cilium assembly,protein binding,cell projection organization,regulation of cell proliferation,tumor development
ENSG00000100528,CNIH1,vesicle-mediated transport,ampa receptor trafficking,signal transduction,protein binding,endoplasmic reticulum membrane,golgi apparatus
ENSG00000175514,GPR152,g protein-coupled receptor activity,protein binding,g protein-coupled receptor signaling pathway,plasma membrane localization,none,none
ENSG00000166289,PLEKHF1,lysosomal membrane localization,phosphatidylinositol phosphate binding,positive regulation of apoptotic signaling pathway,regulation of autophagy,vesicle organization,endosome organization
ENSG00000115274,INO80B,dna repair,telomere maintenance,chromatin remodeling,regulation of dna replication,positive regulation of dna-templated transcription,nucleoplasm localization
ENSG00000166900,STX3,snare binding,membrane fusion,vesicle-mediated transport,protein localization to plasma membrane,positive regulation of cell population proliferation,exocytosis
ENSG00000143198,MGST3,glutathione transferase activity,oxidoreductase activity,lipid metabolic process,cellular oxidant detoxification,arachidonate metabolic process,glutathione peroxidase activity
ENSG00000198133,TMEM229B,macrophage activation,immune modulation,membrane localization,protein binding,tumor microenvironment interaction,anti-tumor response
ENSG00000169371,SNUPN,rna cap binding,snrna import into nucleus,protein nuclear import,nuclear pore,cytoskeleton organization,protein complex oligomerization
ENSG00000122375,OPN4,photoreceptor activity,circadian rhythm regulation,light stimulus response,g protein-coupled receptor signaling pathway,visual perception,rhythmic process
ENSG00000188021,UBQLN2,ubiquitin-dependent protein catabolic process,autophagosome assembly,regulation of macroautophagy,protein binding,cellular response to stress,negative regulation of clathrin-dependent endocytosis
ENSG00000164983,TMEM65,transmembrane protein,mitochondrial inner membrane localization,protein binding,cardiac conduction,plasma membrane localization,regulation of cardiac conduction
ENSG00000180532,ZSCAN4,transcriptional regulation,dna binding,rna polymerase ii activity,telomere maintenance,chromosome organization,sequence-specific dna binding
ENSG00000118402,ELOVL4,fatty acid elongation,very long chain fatty acid biosynthesis,sphingolipid biosynthesis,endoplasmic reticulum membrane localization,transferase activity,cancer cell growth
ENSG00000196329,GIMAP5,gtp binding,protein binding,lysosomal membrane,multivesicular body membrane,endosome,plasma membrane localization
ENSG00000197079,KRT35,intermediate filament organization,epithelial cell differentiation,anatomical structure morphogenesis,protein binding,cell shape maintenance,tumor invasion
ENSG00000143393,PI4KB,phosphatidylinositol 4-kinase activity,phosphatidylinositol phosphate biosynthetic process,lipid metabolic process,receptor-mediated endocytosis,golgi apparatus localization,cytosol localization
ENSG00000115307,AUP1,lipid droplet formation,er-associated degradation pathway,lipophagy,ubiquitin binding,protein binding,tumor growth regulation
ENSG00000112038,OPRM1,g protein-coupled receptor activity,opioid ligand binding,negative regulation of cell proliferation,erk1 and erk2 cascade regulation,cellular response to morphine,adenylate cyclase-inhibiting signaling pathway
ENSG00000074319,TSG101,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,escrt machinery function,viral budding via host escrt complex,negative regulation of egfr signaling pathway,cell population proliferation,exosomal secretion
ENSG00000169885,CALML6,calcium ion binding,enzyme regulator activity,microtubule cytoskeleton organization,protein binding,cytoplasm localization,nucleus localization
ENSG00000183036,PCP4,calcium ion binding,calmodulin binding,camkk-ampk signaling cascade,protein binding,neuron differentiation,cytosol localization
ENSG00000152359,POC5,centrosome,centriole,cytoskeleton,protein binding,cell division,tumorigenesis
ENSG00000146592,CREB5,camp response element binding,dna-binding transcription factor activity,nuclear localization,regulation of dna-templated transcription,sequence-specific double-stranded dna binding,transcriptional regulation
ENSG00000102858,MGRN1,ubiquitin-protein transferase activity,smoothened signaling pathway,g protein-coupled receptor signaling pathway,protein degradation,endosome trafficking,cellular localization
ENSG00000087111,PIGS,gpi anchor biosynthesis,protein binding,endoplasmic reticulum membrane localization,cell signaling,adhesion molecules,immune response modulation
ENSG00000109654,TRIM2,protein ubiquitination,proteasome-mediated degradation,negative regulation of translation,apoptosis regulation,ring-type e3 ligase activity,cancer-related gene
ENSG00000104228,TRIM35,ubiquitin protein ligase activity,apoptotic process,negative regulation of mitotic cell cycle,innate immune response,protein ubiquitination,tumor suppressor function
ENSG00000109736,MFSD10,tetracycline transmembrane transporter activity,organic anion transmembrane transporter activity,apoptotic process,plasma membrane localization,transmembrane transport,cellular component
ENSG00000121542,SEC22A,vesicle-mediated transport,snare protein activity,membrane fusion,endoplasmic reticulum,golgi apparatus,protein trafficking
ENSG00000169217,CD2BP2,ribonucleoprotein complex binding,protein binding,rna splicing,spliceosomal tri-snrnp complex assembly,mrna processing,nucleus localization
ENSG00000152049,KCNE4,voltage-gated potassium channel activity,membrane repolarization,action potential,cardiac muscle cell,potassium ion transport,ion channel complex
ENSG00000101161,PRPF6,rna splicing,spliceosomal complex assembly,protein binding,nucleoplasm localization,positive regulation of transcription,mrna processing
ENSG00000162881,OXER1,g protein-coupled receptor activity,oxidized eicosanoid binding,adenylate cyclase-inhibiting signaling,plasma membrane localization,protein binding,5(s)-hydroxyperoxy-6e
ENSG00000213186,TRIM59,ubiquitin protein ligase activity,negative regulation of viral entry into host cell,negative regulation of canonical nf-kappab signal transduction,innate immune response,endoplasmic reticulum localization,protein binding
ENSG00000102934,PLLP,myelin sheath assembly,membrane raft,endocytosis regulation,transcytosis regulation,monoatomic ion transmembrane transport,protein binding
ENSG00000182473,EXOC7,membrane fission,exocytosis,protein transmembrane transport,vesicle tethering,regulation of macroautophagy,plasma membrane localization
,MARCH3,e3 ubiquitin ligase activity,protein degradation,immune response regulation,cell cycle control,apoptosis,angiogenesis
ENSG00000284868,DHRS1,nadph metabolic process,carbonyl reductase (nadph) activity,steroid hormone metabolism,oxidoreductase activity,protein binding,cellular component
ENSG00000169683,LRRC45,leucine-rich repeat containing,plasma membrane localization,protein binding,centrosome localization,cell adhesion,signal transduction
ENSG00000179071,CCDC89,protein binding,cytoplasm localization,nucleus localization,cell proliferation,cell migration,stress response
ENSG00000135249,RINT1,protein binding,vesicle-mediated transport,endoplasmic reticulum,golgi apparatus,dna damage checkpoint signaling,mitotic g2
ENSG00000196843,ARID5A,chromatin binding,transcription corepressor activity,nuclear receptor binding,dna binding,immune response modulation,innate immune response
ENSG00000152954,NRSN1,protein binding,nervous system development,cytoplasmic vesicle localization,neuron projection,transport vesicle,growth cone
ENSG00000101236,RNF24,protein binding,ubiquitin ligase activity,golgi apparatus localization,zinc ion binding,cell cycle regulation,apoptosis
ENSG00000029725,RABEP1,gtpase activator activity,vesicle-mediated transport,endocytosis,protein localization to ciliary membrane,signal transduction,membrane fusion
ENSG00000103365,GGA2,small gtpase binding,phosphatidylinositol binding,ubiquitin binding,vesicle-mediated transport,golgi to plasma membrane protein transport,early endosome localization
ENSG00000114993,RTKN,rho protein signal transduction,apoptosis,cytoskeletal organization,cell motility,gtpase binding,regulation of cell death
ENSG00000086015,MAST2,histone kinase activity,protein phosphorylation,cytoskeleton organization,chromatin remodeling,intracellular signal transduction,microtubule binding
ENSG00000103034,NDRG4,negative regulation of platelet-derived growth factor receptor signaling pathway,plasma membrane localization,cell migration,signal transduction,cytoplasmic localization,tumor suppressor role
ENSG00000127561,SYNGR3,marvel domain,synaptic vesicle membrane,neurotransmitter uptake regulation,regulation of exocytosis,protein binding,cytoplasmic vesicle
ENSG00000092607,TBX15,dna binding,transcription repression,rna polymerase ii regulation,cell fate specification,chromatin remodeling,embryonic development
ENSG00000282379,DTX2,ubiquitin protein ligase activity,protein binding,notch signaling pathway,protein ubiquitination,zinc ion binding,nucleoplasm localization
ENSG00000099968,BCL2L13,cysteine-type endopeptidase activator activity,apoptotic process,mitochondrion organization,oxidative phosphorylation,protein binding,mitophagy
ENSG00000170310,STX8,vesicle docking,snare complex,plasma membrane localization,protein transport,cellular response to interferon signaling,endosome location
ENSG00000166833,NAV2,dna helicase activity,chromatin remodeling,histone chaperone activity,gene regulation,cell proliferation,genomic stability
ENSG00000092010,PSME1,proteasomal protein catabolic process,regulation of g1/s transition,antigen processing and presentation,protein binding,cell cycle regulation,exosome localization
ENSG00000160185,UBASH3A,protein binding,cytokine production regulation,negative regulation of t cell receptor signaling pathway,cytoplasm localization,nucleus localization,exosome localization
ENSG00000184492,FOXD4L1,dna-binding transcription factor activity,rna polymerase ii cis-regulatory region sequence-specific dna binding,regulation of dna-templated transcription,anatomical structure morphogenesis,cell differentiation,protein binding
ENSG00000162366,PDZK1IP1,protein binding,plasma membrane localization,exosome biogenesis,cell signaling,cell adhesion,intercellular communication
ENSG00000127774,EMC6,membrane insertase activity,protein binding,protein insertion into er membrane,autophagosome assembly,endoplasmic reticulum,tail-anchored membrane protein insertion
ENSG00000111701,APOBEC1,cytidine deaminase activity,mrna editing,dna demethylation,genomic instability,tumorigenesis,oncogenic transformation
ENSG00000186977,KRTAP19-5,keratin filament organization,protein binding,cytoskeleton dynamics,cell morphology,tumor microenvironment interaction,intermediate filament assembly
ENSG00000020256,ZFP64,dna binding,transcription regulation,mesenchymal differentiation,protein binding,positive regulation of transcription,metal ion binding
ENSG00000141378,PTRH2,aminoacyl-trna hydrolase activity,apoptotic process,positive regulation of anoikis,mitochondrion,negative regulation of gene expression,none
ENSG00000105374,NKG7,natural killer cell mediated cytotoxicity,cytolytic granule,granzyme-mediated programmed cell death signaling pathway,tumor cell target,cytotoxic molecule release,none
ENSG00000177842,ZNF620,dna binding,rna polymerase ii transcription regulation,transcriptional repression,krab domain,oncogene/tumor suppressor regulation,cellular differentiation
ENSG00000147133,TAF1,histone acetyltransferase activity,kinase activity,chromatin remodeling,transcription regulation,p53 binding,oncogene/tumor suppressor regulation
ENSG00000179930,ZNF648,dna binding,rna polymerase ii-specific,transcriptional regulation,nucleus localization,cis-regulatory region binding,oncogenic pathway modulation
ENSG00000127993,RBM48,rna splicing,mrna processing,nucleoplasm localization,spliceosomal complex,rna binding,protein binding
ENSG00000100461,RBM23,rna splicing,u1 snrnp binding,mrna processing,protein binding,nucleus localization,positive regulation of transcription
ENSG00000163993,S100P,calcium ion binding,protein binding,cadherin binding,endothelial cell migration,secretion,plasma membrane localization
ENSG00000173250,GPR151,g protein-coupled receptor activity,neuropeptide receptor activity,positive regulation of immune response,response to acidic ph,synaptic vesicle exocytosis,presynaptic membrane localization
ENSG00000124103,FAM209A,protein binding,spermatogenesis,cell differentiation,nucleus localization,membrane localization,exosome association
ENSG00000288427,CLSTN3,synaptic transmission,cell-cell adhesion mediator activity,calcium ion binding,regulation of cell growth,homophilic cell adhesion,protein binding
ENSG00000174599,TRAM1L1,protein binding,srp-dependent cotranslational protein targeting to membrane,protein transport,translocation,endoplasmic reticulum membrane,protein insertion into er membrane
ENSG00000131115,ZNF227,dna-binding,rna polymerase ii interaction,transcriptional regulation,positive regulation of transcription,krab domain,cancer-related gene expression
ENSG00000225998,LSM2,mrna catabolic process,pre-mrna splicing,spliceosomal tri-snrnp complex assembly,u6 snrna binding,small gtpase binding,protein binding
ENSG00000100281,HMGXB4,dna binding,protein binding,negative regulation of wnt signaling pathway,endosome to lysosome transport,wnt signaling pathway,nucleus localization
ENSG00000102977,ACD,telomeric dna binding,telomere capping,shelterin complex,chromosome,nucleoplasm,telomere maintenance via telomerase
ENSG00000065150,IPO5,protein import into nucleus,nuclear localization signal binding,cytoplasmic pattern recognition receptor signaling pathway,regulation of cyclin-dependent protein serine/threonine kinase activity,gtpase inhibitor activity,rna binding
ENSG00000152684,PELO,ribosome binding,stalled ribosome sensor activity,protein binding,non-stop decay,positive regulation of bmp signaling pathway,chromosome organization
ENSG00000122971,ACADS,acyl-coa dehydrogenase activity,fatty acid beta-oxidation,mitochondrion localization,oxidoreductase activity,flavin adenine dinucleotide binding,nucleoplasm localization
ENSG00000263236,KRTAP4-12,protein binding,cytosol localization,intermediate filament,keratin filament,none,none
ENSG00000184012,TMPRSS2,serine-type endopeptidase activity,viral translation,protein autoprocessing,plasma membrane localization,positive regulation of viral entry into host cell,proteolysis
ENSG00000163217,BMP10,cytokine activity,cell growth regulation,cardiac muscle development,kidney development,signaling pathway regulation,receptor serine/threonine kinase binding
