ENSG00000274286,ADRA2B,g protein-coupled receptor activity,smooth muscle contraction,blood pressure regulation,mapk cascade,platelet activation,plasma membrane localization
ENSG00000131931,THAP1,dna-binding transcription factor activity,sequence-specific dna binding,negative regulation of transcription by rna polymerase ii,chromatin,mitotic cell cycle regulation,endothelial cell proliferation
ENSG00000162627,SNX7,lipid binding,phosphatidylinositol binding,protein transport,endocytic recycling,positive regulation of autophagosome assembly,nuclear microautophagy
ENSG00000159337,PLA2G4D,phospholipase a2 activity,arachidonic acid release,calcium-dependent activity,glycerophospholipid metabolism,lipid catabolism,inflammation
ENSG00000105497,ZNF175,dna-binding transcription factor activity,rna polymerase ii cis-regulatory region sequence-specific dna binding,negative regulation of transcription by rna polymerase ii,krab domain,antiviral defense,nucleus localization
ENSG00000165271,NOL6,ribosome biogenesis,rna binding,protein binding,trna export from nucleus,rrna processing,nucleolus localization
ENSG00000163875,MEAF6,histone acetyltransferase activity,homologous recombination,dna replication,chromatin remodeling,cell cycle regulation,apoptosis regulation
ENSG00000165702,GFI1B,dna binding,transcription regulation,cell cycle regulation,hematopoiesis,negative regulation of g1/s transition,rna polymerase ii-specific dna-binding transcription factor activity
ENSG00000143933,CALM2,calcium ion binding,protein serine/threonine kinase activator activity,regulation of cell communication,regulation of cardiac muscle contraction,g protein-coupled receptor signaling pathway,positive regulation of protein autophosphorylation
ENSG00000130203,APOE,apolipoprotein binding,lipid transport,cholesterol metabolism,antioxidant activity,amyloid-beta binding,synaptic transmission
ENSG00000099889,ARVCF,cadherin binding,protein binding,cell-cell adhesion,mrna processing,rna splicing,adherens junction
ENSG00000100206,DMC1,homologous recombination,double-strand break repair,dna damage sensor activity,meiotic recombination,genomic stability,mitotic recombination
ENSG00000124702,KLHDC3,ubiquitin-dependent protein catabolic process,protein ubiquitination,chromatin binding,cul2-ring ubiquitin ligase complex,protein degradation,dna repair
ENSG00000205420,KRT6A,intermediate filament organization,structural constituent of cytoskeleton,wound healing,cell differentiation,positive regulation of cell population proliferation,antimicrobial humoral immune response mediated by antimicrobial peptide
ENSG00000077348,EXOSC5,rna binding,rna exonuclease activity,mrna catabolic process,rrna processing,nucleolus,nuclear exosome (rnase complex)
ENSG00000124256,ZBP1,double-stranded rna binding,pyroptotic inflammatory response,interleukin-1 signaling pathway regulation,apoptotic process,necroptotic process,positive regulation of inflammatory response
ENSG00000276336,SCARF1,scavenger receptor activity,cell adhesion,vesicle-mediated transport,neuron projection development,cholesterol catabolic process,plasma membrane localization
ENSG00000122873,CISD1,iron ion binding,[2fe-2s] cluster transfer,autophagy regulation,cellular respiration,mitochondrial outer membrane localization,protein homodimerization activity
ENSG00000184056,VPS33B,lysosome localization,intracellular transport,autophagosome maturation,membrane fusion,protein-containing complex binding,vesicle-mediated transport
ENSG00000198876,DCAF12,ubiquitin-dependent protein catabolic process,c-end degron rule pathway,autophagy regulation,t cell activation,protein ubiquitination,cullin4-ring e3 ubiquitin ligase complex
ENSG00000108515,ENO3,glycolytic process,phosphopyruvate hydratase activity,lyase activity,plasma membrane localization,extracellular exosome,metal ion binding
ENSG00000160752,FDPS,prenyltransferase activity,isoprenoid biosynthetic process,farnesyl diphosphate biosynthetic process,cholesterol biosynthetic process,protein prenylation,tumor growth
ENSG00000164649,CDCA7L,cell cycle progression,protein binding,transcriptional regulation,dna replication,proliferation,nucleoplasm localization
ENSG00000130589,HELZ2,chromatin remodeling,transcriptional regulation,rna binding,nuclease activity,histone chaperone activity,atp-dependent processes
ENSG00000147223,RIPPLY1,protein binding,nucleus localization,transcriptional repression,somite specification,embryonic pattern specification,dna-templated transcription
ENSG00000130429,ARPC1B,actin filament binding,protein binding,arp2/3 complex-mediated actin nucleation,focal adhesion,cytoskeleton,cell motility
ENSG00000132300,PTCD3,mitochondrial translation,ribosomal small subunit binding,rrna binding,protein binding,rna binding,regulation of translation
ENSG00000171148,TADA3,transcription coactivator activity,nuclear receptor binding,regulation of transcription by rna polymerase ii,chromatin organization,regulation of cell cycle,dna repair
ENSG00000086589,RBM22,rna splicing,pre-mrna binding,u6 snrna binding,mrna processing,positive regulation of protein import into nucleus,protein binding
ENSG00000076685,NT5C2,5'-nucleotidase activity,nucle nucleotide metabolism,protein k48-linked ubiquitination,cytosol localization,amp metabolism,imp metabolism
ENSG00000023228,NDUFS1,nadh dehydrogenase (ubiquinone) activity,electron transfer activity,mitochondrial respiratory chain complex i assembly,proton transmembrane transport,atp synthesis coupled electron transport,cellular respiration
ENSG00000152944,MED21,transcription coactivator activity,positive regulation of transcription initiation,protein ubiquitination,mediator complex,nucleoplasm localization,rna polymerase ii preinitiation complex assembly
ENSG00000214827,MTCP1,protein serine/threonine kinase activator activity,kinase binding,intracellular signal transduction,cell growth regulation,proliferation signaling,tumor progression
ENSG00000131023,LATS1,hippo signaling,histone kinase activity,cell proliferation regulation,apoptosis regulation,negative regulation of wnt signaling,protein-containing complex assembly
ENSG00000133063,CHIT1,chitinase activity,carbohydrate metabolic process,polysaccharide digestion,extracellular region,immune response,tumor microenvironment
ENSG00000105641,SLC5A5,sodium:iodide symporter activity,monoatomic ion transmembrane transport,thyroid hormone generation,cellular response to tsh,plasma membrane localization,iodide transport
ENSG00000076662,ICAM3,integrin binding,cell adhesion,phagocytosis,signaling receptor binding,plasma membrane localization,extracellular exosome
ENSG00000110321,EIF4G2,translation initiation factor activity,rna binding,protein binding,positive regulation of cell growth,negative regulation of autophagy,regulation of translational initiation
ENSG00000104442,ARMC1,armadillo repeat-containing,cytosol localization,mitochondrial outer membrane localization,protein binding,intracellular distribution of mitochondria,metal ion binding
ENSG00000262788,UTP4,ribosomal rna maturation,pre-ribosomal assembly,protein synthesis,cell growth,tumorigenesis,rrna processing
ENSG00000117362,APH1A,gamma-secretase complex,amyloid precursor protein processing,notch signaling pathway,protein processing,endopeptidase activator activity,membrane protein ectodomain proteolysis
ENSG00000189171,S100A13,calcium ion binding,cytokine production,cell population proliferation,rage receptor binding,positive regulation of nf-kappab signal transduction,interleukin-1 alpha production
ENSG00000178996,SNX18,plasma membrane localization,endocytosis,autophagy,cytokinesis,protein transport,phosphatidylinositol binding
ENSG00000175110,MRPS22,mitochondrial ribosome,ribosomal subunit assembly,mitochondrial translation,protein binding,structural constituent of ribosome,mitochondrial inner membrane
ENSG00000120075,HOXB5,dna-binding transcription factor activity,regulation of dna-templated transcription,anterior/posterior pattern specification,endothelial cell differentiation,anatomical structure morphogenesis,transcriptional activator activity
ENSG00000111271,ACAD10,acyl-coa dehydrogenase activity,oxidoreductase activity,fatty acid beta-oxidation,mitochondrial localization,energy metabolism,flavin adenine dinucleotide binding
ENSG00000115041,KCNIP3,potassium channel regulator activity,signal transduction,apoptotic process,negative regulation of transcription by rna polymerase ii,protein binding,voltage-gated potassium channel complex
ENSG00000129450,SIGLEC9,sialic acid binding,carbohydrate binding,cell adhesion,cell surface receptor signaling pathway,protein binding,plasma membrane localization
ENSG00000090615,GOLGA3,golgi cisterna membrane localization,cadherin binding,protein binding,vesicle trafficking,cell adhesion,tumor progression
ENSG00000136811,ODF2,centriole cohesion,cilium organization,spermatogenesis,structural molecule activity,protein binding,cellular transformation
ENSG00000104738,MCM4,dna helicase activity,chromatin remodeling,double-strand break repair,mitotic dna replication initiation,dna unwinding,chromatin looping
ENSG00000065357,DGKA,diacylglycerol metabolic process,phosphatidic acid biosynthetic process,lipid phosphorylation,plasma membrane localization,phospholipid binding,g protein-coupled receptor signaling pathway
ENSG00000001497,LAS1L,ribosome biogenesis,rrna processing,lsu-rrna maturation,mll1 complex,protein synthesis,endonuclease activity
ENSG00000110075,PPP6R3,protein phosphatase regulator activity,signal transduction regulation,glycoprotein catabolic process,protein binding,protein phosphatase binding,cytoplasm localization
ENSG00000110367,DDX6,rna helicase activity,mirna-mediated gene silencing,translation regulation,chromatin remodeling,p-body assembly,stress granule assembly
ENSG00000085224,ATRX,chromatin remodeling,dna repair,telomeric region,histone binding,double-stranded dna helicase activity,nucleosome assembly
ENSG00000187908,DMBT1,scavenger receptor activity,pattern recognition receptor activity,innate immune response,protein binding,epithelial cell differentiation,vesicle-mediated transport
ENSG00000041357,PSMA4,proteasome core complex,proteolysis,ubiquitin-dependent protein catabolic process,protein binding,cytoplasm,nucleus
ENSG00000187239,FNBP1,actin filament regulation,clathrin-mediated endocytosis,cytoskeletal organization,signal transduction,plasma membrane localization,tumor progression
ENSG00000169474,SPRR1A,structural molecule activity,peptide cross-linking,keratinization,cytosol localization,epidermal development,protein binding
ENSG00000198721,ECI2,fatty acid beta-oxidation,delta(3)-delta(2)-enoyl-coa isomerase activity,mitochondrion localization,peroxisome localization,protein binding,lipid binding
ENSG00000183918,SH2D1A,sh2 domain-containing protein,natural killer cell activation,negative regulation of t cell receptor signaling pathway,protein binding,cytoplasm,immune system process
ENSG00000169446,MMGT1,magnesium ion transmembrane transport,cobalt ion transport,iron ion transport,plasma membrane localization,endoplasmic reticulum localization,cellular homeostasis
ENSG00000164096,C4orf3,calcium atpase regulator activity,endoplasmic reticulum membrane localization,er stress response,calcium homeostasis,cellular proliferation,cancer development
ENSG00000184113,CLDN5,tight junction assembly,cell-cell junction assembly,negative regulation of angiogenesis,cell adhesion,transforming growth factor beta receptor signaling pathway,cellular barrier integrity
ENSG00000177519,RPRM,protein binding,regulation of mitotic cell cycle,membrane localization,cytoplasm localization,cell cycle regulation,cancer progression
ENSG00000163069,SGCB,sarcoglycan complex,dystrophin-associated glycoprotein complex,cell adhesion,signaling pathway,metabolic regulation,glucose homeostasis
ENSG00000079134,THOC1,transcription export complex,mrna export from nucleus,rna splicing,apoptotic process,dna binding,protein binding
ENSG00000161526,SAP30BP,dna-templated transcription regulation,viral response,protein binding,nucleoplasm localization,symbiont transcription modulation,intermediate filament cytoskeleton association
ENSG00000120694,HSPH1,atp-dependent protein folding chaperone,α-tubulin binding,mhc class i presentation,protein homeostasis,cytoskeletal regulation,immune modulation
ENSG00000114062,UBE3A,ubiquitin-protein transferase activity,protein ubiquitination,regulation of protein ubiquitination,negative regulation of torc1 signaling,positive regulation of phosphatidylinositol 3-kinase/protein kinase b signal transduction,e3 ubiquitin ligase activity
ENSG00000165821,SALL2,dna-binding transcription factor activity,rna polymerase ii transcription regulatory region sequence-specific dna binding,negative regulation of dna-templated transcription,eye development,neural tube development,protein binding
ENSG00000177875,CCDC184,protein binding,cytoplasm localization,altered expression,indirect regulation,tumor development,potential scaffolding role
ENSG00000111142,METAP2,metalloaminopeptidase activity,n-terminal protein amino acid modification,protein processing,peptidyl-methionine modification,cytosol localization,cancer development
ENSG00000139631,CSAD,sulfinoalanine decarboxylase activity,carboxylic acid metabolic process,l-cysteine catabolic process,taurine biosynthetic process,cytoplasm localization,aspartate 1-decarboxylase activity
ENSG00000167900,TK1,thymidine kinase activity,dna synthesis,nucleobase-containing compound metabolic process,deoxyribonucleoside monophosphate biosynthetic process,cytosol localization,nucleus localization
ENSG00000165370,GPR101,g protein-coupled receptor activity,protein binding,mapk cascade,adenylate cyclase activation,plasma membrane localization,positive regulation of signaling
ENSG00000164294,GPX8,glutathione peroxidase activity,peroxidase activity,cellular response to oxidative stress,oxidative stress detoxification,endoplasmic reticulum localization,protein binding
ENSG00000164815,ORC5,dna replication initiation,origin recognition complex,nucleotide binding,protein binding,cancer-associated overexpression,chromatin regulation
ENSG00000093009,CDC45,dna replication checkpoint signaling,double-strand break repair via break-induced replication,dna unwinding involved in dna replication,mitotic dna replication preinitiation complex assembly,chromatin binding,protein binding
ENSG00000115392,FANCL,dna repair,interstrand crosslink repair,ubiquitin ligase activity,protein monoubiquitination,protein ubiquitination,cell cycle regulation
ENSG00000182591,KRTAP11-1,keratin filament organization,protein binding,cytoskeletal integrity,epithelial cell function,cell adhesion,tumor microenvironment interaction
ENSG00000181896,ZNF101,dna-binding transcription factor activity,rna polymerase ii-specific,dna binding,regulation of dna-templated transcription,metal ion binding,nucleus localization
ENSG00000186908,ZDHHC17,protein palmitoylation,regulation of programmed cell death,synapse structure modification,erk1 and erk2 cascade regulation,neurotrophin trk receptor signaling pathway,positive regulation of canonical nf-kappab signal transduction
ENSG00000132639,SNAP25,synaptic vesicle fusion,neurotransmitter secretion,snare complex assembly,calcium-dependent exocytosis,exocytosis,positive regulation of hormone secretion
ENSG00000104343,UBE2W,ubiquitin conjugating enzyme activity,protein polyubiquitination,dna repair,cellular response to misfolded protein,negative regulation of torc1 signaling,immune response
ENSG00000176641,RNF152,ubiquitin-protein transferase activity,protein k48-linked ubiquitination,torc1 signaling pathway regulation,autophagy regulation,small gtpase binding,protein degradation
ENSG00000095637,SORBS1,insulin receptor signaling pathway,cytoskeletal protein binding,actin binding,focal adhesion assembly,cell-substrate adhesion,positive regulation of lipid biosynthetic process
ENSG00000073921,PICALM,clathrin-dependent endocytosis,amyloid-beta binding,vesicle budding from membrane,regulation of vesicle size,protein-containing complex assembly,intracellular iron ion homeostasis
ENSG00000127922,SEM1,proteasome complex,protein degradation,cell cycle regulation,dna repair,ubiquitin-dependent process,none
ENSG00000101132,PFDN4,protein-folding chaperone binding,amyloid-beta binding,unfolded protein binding,mitochondrion localization,cytoplasm localization,preloadin complex
ENSG00000155959,VBP1,prefoldin subunit 3,protein binding,chaperone-mediated protein folding,tubulin complex assembly,unfolded protein binding,microtubule-based process
ENSG00000102804,TSC22D1,transcriptional coactivator activity,rna polymerase ii-specific dna binding,positive regulation of cell population proliferation,negative regulation of programmed cell death,apoptosis regulation,transforming growth factor beta receptor signaling pathway
ENSG00000134376,CRB1,cell polarity establishment,epithelial cell adhesion,protein localization,blood vessel remodeling,photoreceptor cell maintenance,tumor development
ENSG00000133943,DGLUCY,lyase activity,d-glutamate cyclase activity,glutamate metabolic process,mitochondrial matrix localization,protein binding,cancer development
ENSG00000198835,GJC2,gap junction channel activity,cell-cell signaling,negative regulation of cell cycle,transmembrane transport,cell communication,tumor progression
ENSG00000178623,GPR35,g protein-coupled receptor activity,chemokine receptor activity,cytoskeleton organization,regulation of cytosolic calcium ion concentration,negative regulation of neuronal action potential,chemokine-mediated signaling pathway
ENSG00000124074,ENKD1,microtubule binding,spindle organization,non-motile cilium assembly,cell projection organization,centrosome function,alpha-tubulin binding
ENSG00000139579,NABP2,telomeric dna binding,dna repair,homologous recombination repair,double-strand break repair,chromosome stability,response to ionizing radiation
ENSG00000171867,PRNP,prion protein folding,amyloid-beta binding,copper ion binding,glutamate receptor signaling,synaptic plasticity,neuronal development
ENSG00000181392,SYNE4,nuclear envelope,protein binding,epithelial cell polarity,cell organization,meiotic microtubule tethering complex,nuclear outer membrane
ENSG00000182685,BRICD5,protein binding,extracellular space,regulation of cell population proliferation,membrane localization,brichos domain,cell signaling
ENSG00000139116,KIF21A,microtubule binding,plus-end-directed microtubule motor activity,regulation of axon guidance,cortical microtubule organization,atp hydrolysis activity,cytoskeletal motor activity
ENSG00000163072,NOSTRIN,nitric oxide synthase trafficking,actin filament organization,cell migration,endocytosis,signal transduction,plasma membrane localization
ENSG00000107223,EDF1,dna binding,transcription coactivator activity,positive regulation of dna-templated transcription,endothelial cell differentiation,cell differentiation,rna binding
ENSG00000116833,NR5A2,dna-binding transcription factor activity,sequence-specific double-stranded dna binding,tissue development,bile acid metabolic process,cholesterol homeostasis,regulation of cell population proliferation
ENSG00000214253,FIS1,mitochondrial fission,apoptotic process,peroxisome fission,fatty acid transport regulation,protein adaptor activity,mitochondrial outer membrane localization
ENSG00000100335,MIEF1,mitochondrial respiratory chain complex i assembly,ribosome biogenesis,mitochondrial fission,mitochondrial fusion,cellular response to hypoxia,protein targeting to membrane
ENSG00000166689,PLEKHA7,cell-cell adhesion,adherens junction,delta-catenin binding,epithelial cell integrity,tumor progression,junction disruption
,LARS,mitochondrial function,aminoacyl-trna charging,protein synthesis,translation regulation,cellular stress response,esca tissue expression
ENSG00000145888,GLRA1,glycine binding,inhibitory postsynaptic potential,chloride channel activity,neuronal cell body,synaptic transmission,neuromuscular process
ENSG00000197587,DMBX1,dna-binding transcription factor activity,dna binding,regulation of dna-templated transcription,transcription regulation,cell proliferation,tumorigenesis
ENSG00000100522,GNPNAT1,o-glcnacylation,glycosylation,protein binding,udp-n-acetylglucosamine biosynthetic process,golgi membrane localization,endosome localization
ENSG00000110047,EHD1,gtp binding,endocytic recycling,protein trafficking,cholesterol homeostasis,plasma membrane localization,cellular adaptation
ENSG00000131381,RBSN,rabenosyn-5,endosomal transport,protein trafficking,rab7a binding,phosphatidylinositol 3-phosphate binding,exosome biogenesis
ENSG00000147155,EBP,cholesterol-5,6-oxide hydrolase activity,steroid delta-isomerase activity,c-8 sterol isomerase activity,cholestenol delta-isomerase activity,endoplasmic reticulum membrane localization
ENSG00000136052,SLC41A2,magnesium ion transmembrane transport,monoatomic cation transmembrane transporter activity,metal ion transport,transmembrane transport,protein binding,plasma membrane localization
,SEPT12,microtubule organization,cell division,dna repair,tumorigenesis,esophageal carcinoma,none
ENSG00000082556,OPRK1,g protein-coupled receptor activity,dynorphin receptor activity,adenylate cyclase-inhibiting g protein-coupled receptor signaling pathway,pain perception,tumor growth,metastasis
ENSG00000171033,PKIA,camp-dependent protein kinase inhibitor activity,negative regulation of camp/pka signal transduction,regulation of g2/m transition of mitotic cell cycle,protein kinase a catalytic subunit binding,cell cycle regulation,transcription regulation
ENSG00000158716,DUSP23,map kinase phosphatase activity,rna polymerase ii ctd phosphorylation,dephosphorylation,chromatin remodeling,nucleoplasm localization,transcriptional regulation
ENSG00000196290,NIF3L1,rna polymerase ii-specific dna-binding transcription factor binding,protein binding,neuron differentiation,negative regulation of transcription by rna polymerase ii,positive regulation of dna-templated transcription,nucleus localization
ENSG00000117475,BLZF1,vesicle-mediated transport,golgi organization,protein binding,ubiquitin protein ligase binding,golgi to plasma membrane protein transport,enzyme binding
ENSG00000075624,ACTB,actin cytoskeleton organization,regulation of cell cycle,cell adhesion,positive regulation of cell population proliferation,regulation of protein localization to plasma membrane,establishment or maintenance of cell polarity
ENSG00000130545,CRB3,sh3 domain binding,protein domain specific binding,protein binding,establishment or maintenance of epithelial cell apical/basal polarity,positive regulation of cell junction assembly,plasma membrane localization
ENSG00000120942,UBIAD1,ubiquinone biosynthesis,cellular oxidant detoxification,mitochondrial function,prenylation activity,antioxidant activity,protein binding
ENSG00000163535,SGO2,chromosome segregation,sister chromatid cohesion,centromeric region,kinetochore,mitosis,meiosis
ENSG00000177694,NAALADL2,protein binding,bacterial response,nucleoplasm localization,membrane localization,dysregulation in esophageal carcinoma,none
ENSG00000164082,GRM2,glutamate receptor signaling,g protein-coupled receptor activity,regulation of synaptic transmission,cellular response to stress,protein binding,calcium channel regulator activity
ENSG00000145414,NAF1,telomerase rna binding,ribosome biogenesis,positive regulation of telomere maintenance,rna stabilization,snorna guided rrna pseudouridine synthesis,nucleoplasm localization
ENSG00000244362,KRTAP19-7,intermediate filament assembly,protein binding,cytoskeletal organization,epithelial cell adhesion,cellular response to stress,tumor progression
ENSG00000181929,PRKAG1,amp-activated protein kinase regulator activity,glucose homeostasis,fatty acid metabolism,protein phosphorylation,signal transduction,cellular response to nutrient levels
ENSG00000167107,ACSF2,medium-chain fatty acid-coa ligase activity,mitochondrial matrix localization,fatty acid metabolic process,ligase activity,atp binding,nucleotide binding
ENSG00000088682,COQ9,ubiquinone biosynthesis,mitochondrial electron transport,nadh to ubiquinone conversion,lipid binding,protein homodimerization activity,mitochondrion localization
ENSG00000007944,MYLIP,ubiquitin-protein transferase activity,protein binding,cytoskeletal protein binding,cholesterol homeostasis,neuron projection development,protein catabolic process
ENSG00000103043,VAC14,phosphatidylinositol 3-phosphate synthesis,endosome membrane localization,vesicle trafficking,signal transduction,protein binding,neurotransmitter receptor regulation
ENSG00000159202,UBE2Z,ubiquitin conjugating enzyme activity,protein ubiquitination,negative regulation of apoptotic process,apoptotic process,positive regulation of apoptotic process,nucleoplasm localization
ENSG00000145358,DDIT4L,negative regulation of signal transduction,protein binding,cytoplasmic localization,cell growth modulation,stress response regulation,tumor development
ENSG00000204873,KRTAP9-3,keratin filament,protein binding,intermediate filament,cytosol,identical protein binding,structural integrity
ENSG00000254997,KRTAP5-9,keratin filaments,epidermal development,protein binding,epithelial integrity,tumor progression,cytosol localization
ENSG00000158552,ZFAND2B,protein ubiquitination,proteasome complex,insulin-like growth factor signaling,k48-linked polyubiquitin modification,endoplasmic reticulum,protein degradation
ENSG00000135636,DYSF,calcium ion binding,lipid binding,membrane localization,protein binding,immune cell activation,vesicle trafficking
ENSG00000161547,SRSF2,rna splicing,regulation of alternative mrna splicing,protein binding,pre-mrna binding,nucleus localization,pml body localization
ENSG00000185811,IKZF1,dna-binding transcription factor activity,transcriptional repression,chromatin organization,regulation of dna-templated transcription,lymphocyte differentiation,pericentric heterochromatin localization
ENSG00000143156,NME7,nucleoside diphosphate kinase activity,atp binding,gtp biosynthetic process,cellular energy metabolism,nucleotide pool regulation,regulation of cellular growth and proliferation
ENSG00000278570,NR2E3,dna binding,transcription factor activity,cell proliferation regulation,metal ion binding,signal transduction,rna polymerase ii cis-regulatory region sequence-specific dna binding
ENSG00000187175,KRTAP12-1,keratin filament,intermediate filament,cytosol localization,protein binding,epithelial cell structure,cell adhesion
ENSG00000105991,HOXA1,dna-binding transcription factor activity,positive regulation of transcription by rna polymerase ii,sequence-specific dna binding,embryonic neurocranium morphogenesis,artery morphogenesis,anatomical structure morphogenesis
ENSG00000126804,ZBTB1,tb domain,dna-binding transcription repressor activity,positive regulation of t cell differentiation,regulation of immune system process,thymus development,cellular response to uv
ENSG00000183434,TFDP3,dna-binding transcription factor activity,regulation of dna-templated transcription,negative regulation of dna-binding transcription factor activity,cell cycle regulation,dna damage response,transcription regulator inhibitor activity
ENSG00000148175,STOM,protein binding,ion channel inhibitor activity,plasma membrane localization,viral genome replication,positive regulation of protein targeting to membrane,protein homodimerization activity
ENSG00000100243,CYB5R3,cytochrome-b5 reductase activity,cholesterol biosynthesis,nitric oxide production,redox regulation,endoplasmic reticulum localization,mitochondrial outer membrane localization
ENSG00000165495,PKNOX2,dna-binding transcription factor activity,rna polymerase ii-specific dna binding,actin filament binding,regulation of dna-templated transcription,sequence-specific double-stranded dna binding,nucleoplasm localization
ENSG00000143079,CTTNBP2NL,actin cytoskeleton organization,protein phosphatase 2a binding,negative regulation of transmembrane transport,cell motility,cortactin binding,protein dephosphorylation
ENSG00000213281,NRAS,gtpase activity,gtp binding,mapk cascade,ras protein signal transduction,cell proliferation,signal transduction
ENSG00000155833,CYLC2,cytoskeleton organization,cell differentiation,structural constituent of cytoskeleton,perinuclear theca localization,cytoplasm localization,aberrant cell growth
ENSG00000125409,TEKT3,axonemal microtubule,cilium assembly,cilium movement,cell motility,protein binding,extracellular exosome
ENSG00000186930,KRTAP6-2,keratinization,protein binding,epithelial lining,tumor cell morphology,intermediate filament,cancer progression
ENSG00000092203,TOX4,dna binding,protein binding,transcription regulation,chromatin association,telomeric region binding,nuclear localization
ENSG00000115507,OTX1,dna-binding transcription factor activity,rna polymerase ii-specific,dna-binding,regulation of dna-templated transcription,forebrain development,midbrain development
ENSG00000198089,SFI1,phosphatase binding,protein binding,centriole,cytoskeleton,cell cycle progression,mitosis
ENSG00000147400,CETN2,microtubule cytoskeleton organization,centriole replication,dna repair,mrna transport,cell division,ca-ion binding
,HIST2H3A,chromatin organization,gene regulation,histone modification,nucleosome assembly,dna compaction,epigenetic regulation
,HIST2H3C,histone variant,chromatin structure,gene regulation,dna accessibility,cell cycle progression,genomic instability
,HIST2H3D,chromatin organization,gene expression regulation,nucleosome assembly,dna packaging,histone modification,cancer-related alterations
ENSG00000105223,PLD3,phospholipase d activity,exonuclease activity,membrane localization (lysosomes,endosomes),immune system process,inflammatory response
ENSG00000143786,CNIH3,synaptic transmission,vesicle-mediated transport,protein binding,signaling receptor binding,ampa receptor activity,plasma membrane localization
ENSG00000148690,FRA10AC1,phosphatase activity,protein binding,mrna splicing,spliceosome,via spliceosome,none
ENSG00000149929,HIRIP3,histone chaperone activity,chromatin organization,nucleoplasm localization,nucleolus localization,nucleus localization,none
ENSG00000168701,TMEM208,transmembrane protein,endoplasmic reticulum localization,protein binding,autophagy regulation,vacuolar protein processing,er membrane
ENSG00000262045,KRT34,intermediate filament organization,epithelial cell differentiation,stratified squamous epithelium,cytoskeleton,extracellular space,cell adhesion
ENSG00000123685,BATF3,dna-binding transcription repressor activity,myeloid dendritic cell differentiation,rna polymerase ii cis-regulatory region sequence-specific dna binding,negative regulation of transcription by rna polymerase ii,response to virus,sequence-specific double-stranded dna binding
ENSG00000204571,KRTAP5-11,protein binding,intermediate filament,cytosol localization,cellular architecture,tumor cell morphology,signaling pathways interaction
ENSG00000117016,RIMS3,synaptic vesicle exocytosis,small gtpase binding,presynaptic active zone,membrane trafficking,signal transduction,cancer progression
ENSG00000100151,PICK1,protein kinase c binding,g protein-coupled receptor binding,actin filament binding,synaptic plasticity,cellular response to decreased oxygen levels,regulation of arp2/3 complex-mediated actin nucleation
ENSG00000171729,TMEM51,transmembrane protein,protein binding,membrane localization,cellular adhesion,signal transduction,tumor progression
ENSG00000108010,GLRX3,protein binding,iron-sulfur cluster binding,redox homeostasis,nucleus localization,cytosol localization,protein maturation
ENSG00000129355,CDKN2D,cyclin-dependent kinase inhibitor activity,negative regulation of cell cycle,cell growth inhibition,dna repair,apoptosis regulation,epithelial tissue function
ENSG00000196388,INCA1,cyclin binding,protein kinase inhibitor activity,negative regulation of cell population proliferation,apoptotic signaling pathway,negative regulation of cyclin-dependent protein serine/threonine kinase activity,protein binding
ENSG00000153823,PID1,mitochondrial fusion,tnf signaling,il-6 signaling,insulin receptor signaling,ros metabolism,cellular proliferation
ENSG00000128185,DGCR6L,protein binding,nucleus localization,rna processing,gene regulation,oncogene/tumor suppressor regulation,aberrant expression
,HIST1H2BH,histone function,chromatin structure,gene expression regulation,epigenetic modification,nucleosome assembly,dna packaging
ENSG00000168646,AXIN2,wnt signaling regulation,β-catenin binding,ubiquitination,protein degradation,tumor suppression,cell proliferation regulation
ENSG00000085382,HACE1,ubiquitin ligase activity,rac protein signal transduction,membrane fusion,golgi organization,protein ubiquitination,cell migration
ENSG00000149295,DRD2,dopamine binding,g protein-coupled receptor activity,synaptic transmission,postsynaptic modulation,regulation of dopamine uptake,neurotransmitter receptor activity
ENSG00000123473,STIL,centrosome duplication,microtubule organization,cell cycle regulation,spindle assembly,protein binding,embryonic axis specification
ENSG00000104412,EMC2,protein insertion into er membrane by stop-transfer membrane-anchor sequence,tail-anchored membrane protein insertion into er membrane,membrane insertase activity,protein binding,endoplasmic reticulum,dysregulation of protein quality control
ENSG00000135052,GOLM1,golgi apparatus localization,protein binding,nucleus organization,lipid metabolism regulation,plasma membrane localization,endoplasmic reticulum lumen presence
ENSG00000143801,PSEN2,intramembrane cleaving,gamma-secretase complex,amyloid precursor protein processing,notch signaling pathway,tumor growth regulation,proteolytic activity
ENSG00000164896,FASTK,fas-activated serine/threonine kinase activity,protein serine/threonine kinase activity,apoptotic signaling pathway,mitochondrial rna processing,regulation of mitochondrial mrna stability,protein phosphorylation
ENSG00000181915,ADO,oxidoreductase activity,metal ion binding,oxygen incorporation,sulfur metabolism,antioxidant defense,tumor microenvironment
ENSG00000104763,ASAH1,sphingolipid metabolism,lysosomal localization,ceramide hydrolysis,apoptosis regulation,lipid metabolic process,tumor necrosis factor response
ENSG00000280516,TMEM42,protein binding,transmembrane,cell adhesion,cell migration,esca,tumor development
ENSG00000126950,TMEM35A,acetylcholine receptor regulator activity,protein binding,chaperone-mediated protein complex assembly,positive regulation of protein localization to cell surface,endoplasmic reticulum,cytoplasmic vesicle
ENSG00000197976,AKAP17A,protein kinase a binding,rna binding,mrna processing,signal transduction,regulation of dna-templated transcription,nucleic acid binding
