NANOG,dna binding,transcription factor activity,stem cell maintenance,cell differentiation,negative regulation of transcription,gene expression regulation
ELP4,trna processing,trna wobble uridine modification,transcription elongation by rna polymerase ii,regulation of transcription by rna polymerase ii,protein binding,regulation of translation
PCCA,biotin binding,enzyme binding,propionyl-coa carboxylase activity,atp binding,lipid metabolic process,fatty acid metabolic process
MRPL34,mitochondrial ribosome,mitochondrial translation,ribosomal subunit,oxidative phosphorylation,cellular respiration,mitochondrial dysfunction
SNRPG,spliceosome assembly,mrna splicing,snrnp binding,u2 snrnp binding,rna binding,protein binding
RPL35,ribosomal protein complex,rna binding,5.8s rrna binding,translation,cytoplasmic ribosome assembly,protein synthesis regulation
PSMC1,atp hydrolysis activity,protein binding,proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome regulatory particle,positive regulation of proteasomal protein catabolic process,none
RPL18,ribosomal subunit assembly,cytoplasmic translation,protein binding,rna binding,translation regulation,cellular proliferation
BUB3,mitotic checkpoint protein,kinetochore,chromosome segregation,ubiquitin binding,cell division,protein binding
PSMC6,proteasome-mediated ubiquitin-dependent protein catabolic process,protein binding,atp hydrolysis activity,positive regulation of proteasomal protein catabolic process,nuclear localization,cytoplasmic localization
RAMP2,adrenomedullin binding,adrenomedullin receptor activity,receptor complex formation,protein localization to plasma membrane,positive regulation of angiogenesis,cellular response to vascular endothelial growth factor stimulus
UBE2S,ubiquitin-protein transferase activity,protein binding,anaphase-promoting complex binding,cell division,protein polyubiquitination,proteasome-mediated ubiquitin-dependent protein catabolic process
EIF3K,ribosome binding,translation initiation factor activity,rna binding,regulation of translational initiation,translational initiation,protein-containing complex
PSMB9,proteasome-mediated ubiquitin-dependent protein catabolic process,regulation of cysteine-type endopeptidase activity,nucleus localization,immune system process,protein binding,cytoplasm localization
PDHX,pyruvate dehydrogenase (nad+) activity,protein binding,acyltransferase activity,acetyl-coa biosynthetic process from pyruvate,oxidoreductase complex,mitochondrial matrix
GNB2,signal transduction,g protein-coupled receptor signaling pathway,potassium ion transmembrane transport,protein binding,gtpase activity,heterotrimeric g-protein complex
SRSF1,alternative mrna splicing,rna binding,protein kinase b binding,mrna splicing,regulation of rna splicing,mrna splice site recognition
SNRPC,mrna splicing,pre-mrna 5'-splice site binding,u2-type prespliceosome,spliceosomal snrnp assembly,protein binding,rna binding
RAD9A,dna damage response,dna repair,cellular response to ionizing radiation,intrinsic apoptotic signaling pathway in response to dna damage,double-stranded dna 3'-5' dna exonuclease activity,checkpoint clamp complex
PRKAA2,protein kinase activity,amp-activated protein kinase activity,autophagy,cellular response to nutrient levels,negative regulation of tor signaling,lipid metabolism
HNRNPA1,rna binding,mrna splicing,telomeric repeat-containing rna binding,nuclear export,positive regulation of telomere maintenance via telomerase,regulation of alternative mrna splicing
IL1R1,interleukin-1 receptor activity,inflammatory response,type i,interleukin-1-mediated signaling pathway,cytokine-mediated signaling pathway,transmembrane signaling receptor activity
OS9,carbohydrate binding,protease binding,protein retention in er lumen,endoplasmic reticulum unfolded protein response,retrograde protein transport,erad pathway
NDUFC2,mitochondrial electron transport,proton transmembrane transport,nadh dehydrogenase (ubiquinone) activity,negative regulation of non-canonical nf-kappab signal transduction,atp biosynthetic process,positive regulation of mitochondrial membrane potential
MTA2,chromatin binding,transcription corepressor activity,histone deacetylase binding,nucleosome assembly,dna-templated transcription,regulation of cell fate specification
GNG7,g protein-coupled receptor signaling pathway,regulation of g protein-coupled receptor signaling pathway,synapse,behavioral fear response,locomotory behavior,plasma membrane localization
POLR2E,rna polymerase ii activity,dna-directed rna polymerase activity,transcription by rna polymerase ii,protein stabilization,nucleus localization,cytosol localizatio
RAD17,dna clamp loader activity,dna damage response,chromatin binding,protein binding,mitotic dna replication checkpoint signaling,regulation of phosphorylation
CREBBP,histone acetyltransferase activity,chromatin remodeling,transcriptional regulation,protein-protein interactions,dna damage response,gene expression modulation
PPP2R1B,protein phosphatase regulator activity,protein binding,positive regulation of extrinsic apoptotic signaling pathway,apoptotic process,membrane raft localization,cytoplasm localization
LSM6,mrna splicing,rna processing,protein heterodimerization activity,rna binding,nucleus localization,protein bindin
HLA-C,peptide antigen binding,mhc class i protein complex,anitgen processing and presentation of peptide antigen via mhc class i,adaptive immune response,immune response,positive regulation of t cell mediated cytotoxicity
APOC3,lipid catabolic process,cholesterol efflux,negative regulation of lipid metabolic process,lipase inhibitor activity,protein binding,lipid bindin
THOC3,mrna processing,mrna export from nucleus,rna binding,nuclear speck,nucleoplasm,transcription export complex
MRPL18,mitochondrial translation,rrna import into mitochondrion,ribosome,protein binding,5s rrna binding,mitochondrial ribosome
GAB1,signaling adaptor activity,protein binding,angiogenesis,positive regulation of blood vessel endothelial cell migration,response to hepatocyte growth factor,vascular endothelial growth factor signaling pathwa
RBBP5,dna damage response,chromatin organization,histone binding,transcription initiation-coupled chromatin remodeling,protein binding,nucleus localization
RBCK1,ubiquitin-protein transferase activity,negative regulation of nf-kappab transcription factor activity,positive regulation of canonical nf-kappab signal transduction,protein ubiquitination,positive regulation of apoptotic process,lubac complex
LATS1,hippo signaling,cell proliferation regulation,apoptosis regulation,protein phosphorylation,organ size control,transcriptional regulation
RPL10,translation regulator activity,structural constituent of ribosome,rna binding,protein binding,negative regulation of apoptotic process,cytoplasmic translatio
GUCA1A,calcium ion binding,positive regulation of cgmp-mediated signaling,phototransduction,guanylate cyclase regulator activity,protein binding,cellular response to calcium ion
ATM,dna damage response,double-strand break repair,histone phosphorylation (h2ax,h3s57),cell cycle regulation,apoptosis
ABI1,actin polymerization or depolymerization,lamellipodium morphogenesis,dendrite morphogenesis,cell surface receptor protein tyrosine kinase signaling pathway,signaling adaptor activity,sh3 domain binding
CHTOP,mrna binding,methyl-cpg binding,rna binding,chromatin remodeling,mrna transport,nucleus
RGS14,gtpase activator activity,g protein-coupled receptor signaling pathway,map kinase cascade regulation,synapse localization,neuronal plasticity,signal transduction modulatio
JUND,dna-binding transcription factor activity,transcription cis-regulatory region binding,ap-1 complex,osteoblast differentiation,regulation of dna-templated transcription,positive regulation of transcription by rna polymerase i
NCBP1,rna 7-methylguanosine cap binding,rna binding,protein binding,mrna splicing,regulation of translational initiation,mrna export from nucleus
GTF2A1,rna polymerase ii core promoter sequence-specific dna binding,tbp-class protein binding,rna polymerase ii general transcription initiation factor activity,positive regulation of transcription,transcription initiation at rna polymerase ii promoter,transcription by rna polymerase ii
NUTF2,nucleocytoplasmic transport,mrna transport,protein localization to nuclear pore,protein import into nucleus,protein export from nucleus,small gtpase bindin
PGK1,phosphoglycerate kinase activity,protein serine/threonine kinase activity,cellular response to hypoxia,negative regulation of angiogenesis,mitochondrial matrix localization,cytoplasmic localization
CD3D,tcr complex,transmembrane signaling receptor activity,adaptive immune response,alpha-beta t cell activation,protein binding,positive thymic t cell selection
TNNI3,calcium ion binding,actin filament binding,protein kinase binding,cardiac muscle contraction,regulation of muscle contraction,troponin complex assembly
CPSF3,rna 3'-end processing,mrna cleavage and polyadenylation,mrna binding,nuclease activity,co-transcriptional mrna 3'-end processing,cell cycle regulation
TAF3,rna polymerase ii general transcription initiation factor activity,transcription regulator inhibitor activity,p53 binding,positive regulation of transcription initiation by rna polymerase ii,negative regulation of dna-binding transcription factor activity,maintenance of protein location in nucleus
NTS,neuropeptide receptor binding,receptor ligand activity,positive regulation of phosphatidylinositol 3-kinase/protein kinase b signal transduction,positive regulation of gene expression,negative regulation of gene expression,neuropeptide signaling pathwa
BHLHE41,dna-binding transcription factor activity,transcription repressor activity,histone deacetylase binding,circadian regulation of gene expression,negative regulation of transcription by rna polymerase ii,cell cycle progression
MLST8,protein-macromolecule adaptor activity,protein serine/threonine kinase activator activity,tor signaling,positive regulation of glycolytic process,negative regulation of autophagy,cellular response to nutrient levels
RRM1,ribonucleotide-diphosphate reductase activity,dna synthesis involved in dna repair,2'-deoxyribonucleotide biosynthetic process,positive regulation of g2/m transition of mitotic cell cycle,response to ionizing radiation,oxidoreductase activity
NUP50,nuclear pore complex,protein binding,nuclear import,mrna transport,protein transport,nucleocytoplasmic transport
CD86,immunoglobulin binding,protein binding,receptor ligand activity,co-stimulation,adaptive immune response,t cell activatio
CNOT8,poly(a)-specific ribonuclease activity,mrna destabilization,mirna-mediated gene silencing,deadenylation-dependent decay,regulation of translation,positive regulation of cell population proliferation
GNG8,gtpase activity,g-protein beta-subunit binding,protein binding,signal transduction,cellular response to stimulus,plasma membrane localization
TSC1,negative regulation of tor signaling,protein binding,hsp70 protein binding,negative regulation of macroautophagy,cytosol,perinuclear region of cytoplasm
EVL,sh3 domain binding,profilin binding,actin binding,protein binding,positive regulation of actin filament polymerization,negative regulation of epithelial cell migration
PDCL,g protein-coupled receptor signaling pathway,heterotrimeric g protein complex assembly,cell projection organization,cilium,smoothened signaling pathway,positive regulation of smoothened signaling pathway
USP18,isg15-specific peptidase activity,type i interferon-mediated signaling pathway,protein deubiquitination,negative regulation of inflammatory response,cysteine-type peptidase activity,antiviral innate immune respons
MCCC2,methylcrotonoyl-coa carboxylase activity,l-leucine catabolic process,branched-chain amino acid catabolic process,coenzyme a metabolic process,mitochondrion localization,cytosol localization
SEC61B,protein transport,endoplasmic reticulum quality control,translocation,ribosome binding,intracellular protein transport,erad pathway
BBS7,intraflagellar transport (ift),smoothened signaling pathway,cilia assembly,protein transport,signal transduction,developmental pathways
MOB1A,protein kinase activator activity,metal ion binding,hippo signaling,cytoplasm localization,nucleus localization,exosome localization
NPHP1,cell projection organization,actin cytoskeleton organization,positive regulation of bicellular tight junction assembly,signal transduction,photoreceptor connecting cilium,motile cilium
SNAPC4,snrna transcription by rna polymerase ii,snrna transcription by rna polymerase iii,rna polymerase iii general transcription initiation factor activity,protein binding,dna binding,nucleoplasm
FIP1L1,mrna processing,3'-end cleavage and polyadenylation,rna binding,protein binding,aberrant splicing,cancer development
BABAM1,brisc complex,dna repair,chromatin organization,double-strand break repair,homologous recombination,non-homologous end joinin
WTAP,rna splicing,mrna processing,alternative mrna splicing,protein binding,nuclear speck,nucleus
MICA,mica protein binding,natural killer cell lectin-like receptor binding,cell surface,signaling receptor binding,immune response to tumor cell,negative regulation of natural killer cell activation
PRKCI,protein serine/threonine kinase activity,diacylglycerol-dependent,positive regulation of protein localization to plasma membrane,negative regulation of apoptotic process,cell migration,establishment of cell polarity
LAMTOR1,torc1 signaling,lysosome localization,endosomal transport,protein localization to lysosome,regulation of receptor recycling,protein-membrane adaptor activity
CCM2,protein binding,angiogenesis,endothelial cell differentiation,endothelium development,integrin-mediated signaling pathway,vascular morphogenesis
MRPS33,mitochondrial ribosome,mitochondrial translation,oxidative phosphorylation,cellular respiration,tumorigenesis,mtdna transcriptio
SEL1L,erad pathway,protein binding,endoplasmic reticulum membrane,retrograde protein transport,notch signaling pathway,hrd1p ubiquitin ligase comple
EPO,erythropoietin receptor binding,hormone activity,cytokine activity,protein kinase activator activity,positive regulation of cell population proliferation,angiogenesi
YKT6,vesicle-mediated transport,retrograde transport,endoplasmic reticulum to golgi vesicle-mediated transport,golgi apparatus,protein binding,vesicle docking involved in exocytosis
POLA1,dna polymerase activity,dna replication initiation,lagging strand elongation,nucleotide-excision repair,chromatin binding,dna bindin
MSH3,dna mismatch repair,mismatched dna binding,oxidized purine dna binding,dinucleotide insertion or deletion binding,protein homodimerization activity,dna repair
MED24,mediator complex,nucleus,transcription coregulator activity,nuclear receptor coactivator activity,positive regulation of dna-templated transcription,rna polymerase ii preinitiation complex assembly
RBL1,negative regulation of cellular senescence,chromatin organization,negative regulation of gene expression,regulation of transcription by rna polymerase ii,regulation of cell cycle,protein binding
PMPCA,metalloendopeptidase activity,protein processing,mitochondrial protein import,mitochondrial matrix localization,proteolysis,metal ion binding
THOC5,mrna export from nucleus,mrna transport,protein binding,rna splicing,cell differentiation,monocyte differentiation
GTF2A2,rna polymerase ii general transcription initiation factor activity,transcription initiation at rna polymerase ii promoter,positive regulation of transcription initiation by rna polymerase ii,protein heterodimerization activity,protein binding,nucleus localization
VPS54,retrograde transport,endosome to golgi,vesicle-mediated cholesterol transport,protein targeting to lysosome,autophagy regulation,calcium ion signaling
ANGPT1,angiogenesis,cell-matrix interactions,endothelial cell apoptosis,vascular permeability,tie signaling pathway,positive regulation of blood vessel endothelial cell migration
ATP6V0D1,proton-transporting v-type atpase activity,endosome localization,lysosome localization,regulation of macroautophagy,v0 domain,proton transmembrane transpor
PPARG,dna binding,transcription factor activity,hormone-mediated signaling pathway,lipid metabolic process,inflammation regulation,cell proliferation regulation
CHMP5,escrt machinery,multivesicular body sorting pathway,vesicle budding from membrane,autophagosome maturation,cytokinesis,protein ubiquitination
POLE3,dna-directed dna polymerase activity,chromatin remodeling,dna replication,dna damage response,heterochromatin formation,nucleosome assembly
ITGB1,integrin binding,ecm component binding,protein tyrosine kinase binding,cell-matrix adhesion,positive regulation of cell migration,signal transduction
SPCS1,signal peptide processing,protein targeting to er,proteolysis,viral protein processing,endoplasmic reticulum membrane localization,signal peptidase complex
VEGFB,vascular endothelial growth factor receptor binding,receptor ligand activity,chemoattractant activity,growth factor activity,positive regulation of cell proliferation,angiogenesis
MOB1B,kinase binding,protein kinase activator activity,hippo signaling,protein serine/threonine kinase activator activity,regulation of protein autophosphorylation,cytoplasm localizatio
TIMM17B,protein transmembrane transporter activity,protein binding,intracellular protein transport,protein transport,mitochondrial import inner membrane translocase complex assembly,protein targeting to mitochondrion
STXBP3,syntaxin binding,protein transport,vesicle-mediated transport,exocytosis,insulin secretion,negative regulation of d-glucose impor
SMARCD3,chromatin remodeling,nuclear receptor binding,transcription coregulator activity,positive regulation of dna-templated transcription,regulation of mitotic metaphase/anaphase transition,nucleosome disassembly
TCF7L2,positive regulation of epithelial cell proliferation,wnt signaling pathway,regulation of transcription by rna polymerase ii,negative regulation of gluconeogenesis,protein-dna complex,dna binding
MYH9,actin filament binding,cell motility,integrin-mediated signaling pathway,cytoskeletal motor activity,cytokinetic process,cell adhesion
STAM,phosphatidylinositol binding,ubiquitin-like protein ligase binding,ubiquitin binding,protein transport,exosome biogenesis,autophagy regulation
NPHS1,cell adhesion,protein binding,podocyte development,glomerular basement membrane development,slit diaphragm assembly,nephrin function
DIABLO,apoptotic process,positive regulation of apoptotic process,intrinsic apoptotic signaling pathway,protein binding,mitochondrion localization,iap-binding
RET,receptor protein-tyrosine kinase activity,histone h2axy142 kinase activity,histone h3y41 kinase activity,mapk cascade,neuron differentiation,glial cell-derived neurotrophic factor receptor signaling pathway.
CEP290,microtubule minus-end binding,ciliary transition zone assembly,positive regulation of dna-templated transcription,cell projection organization,protein-containing complex,hindbrain developmen
SETD1A,histone h3k4 trimethyltransferase activity,methylation,dna damage response,hematopoietic stem cell differentiation,chromatin remodeling,beta-catenin binding
ADCYAP1,pituitary adenylate cyclase-activating polypeptide activity,positive regulation of gene expression,protein kinase activity,erk1 and erk2 cascade activation,cell-cell signaling,positive regulation of chemokine (c-c motif) ligand 5 production
EPHB3,ephrin receptor activity,protein tyrosine kinase activity,axon guidance,cell migration,insulin receptor signaling pathway,angiogenesis
RAB3GAP2,rab gtpase regulator activity,gtpase activator activity,autophagosome assembly,macroautophagy,synaptic signaling,protein lipidatio
ITGB3BP,protein binding,cell division,chromosome segregation,apoptotic process,negative regulation of epithelial cell apoptotic process,dna replication
SKIL,smad binding,dna-binding transcription repressor activity,negative regulation of transforming growth factor beta receptor signaling pathway,negative regulation of cell differentiation,regulation of cell cycle,intrinsic apoptotic signaling pathway in response to dna damage
IGBP1,protein phosphatase 2a binding,protein binding,regulation of dephosphorylation,b cell activation,response to interleukin-1,negative regulation of stress-activated mapk cascade
PLG,serine-type endopeptidase activity,fibrinolysis,extracellular matrix disassembly,angiogenesis,proteolysis,blood coagulation
PSMD5,proteasome complex,protein binding,proteasome assembly,protein degradation,cellular component organization or biogenesis,regulation of cellular metabolic process
FCF1,rrna processing,ribosome biogenesis,nucleus localization,protein binding,rna binding,small-subunit processome
GAS6,receptor tyrosine kinase signaling,positive regulation of fibroblast proliferation,negative regulation of apoptotic process,activation of protein kinase b activity,immune cell modulation,angiogenesis
INO80B,dna strand elongation,chromatin remodeling,positive regulation of dna-templated transcription,dna repair,regulation of embryonic development,nucleus localization
IL1RN,interleukin-1 receptor binding,interleukin-1 type i receptor antagonist activity,interleukin-1 type ii receptor antagonist activity,inflammatory response,cytokine activity,negative regulation of heterotypic cell-cell adhesio
CAT,catalase activity,antioxidant activity,hydrogen peroxide catabolic process,response to oxidative stress,cellular oxidant detoxification,peroxisome localization
IL10,cytokine activity,immune response,negative regulation of cytokine activity,positive regulation of dna-templated transcription,negative regulation of interleukin-18 production,interleukin-10-mediated signaling pathway
ACTR1B,atp binding,protein binding,microtubule cytoskeleton,cytosol,cell migration,extracellular region
GRAP2,phosphotyrosine residue binding,protein binding,mapk cascade regulation,ras protein signal transduction,cell-cell signaling,cytoplasm localization
SOD2,superoxide dismutase activity,mitochondrial localization,response to oxidative stress,apoptosis signaling pathway,regulation of cell migration,negative regulation of proliferation
SOCS3,cytokine receptor binding,protein binding,phosphotyrosine residue binding,jak-stat pathway,negative regulation of inflammatory response,cell differentiation
EPHB1,protein tyrosine kinase activity,ephrin receptor activity,cell adhesion,axon guidance,histone kinase activity,cell surface receptor protein tyrosine kinase signaling pathway
NFATC1,transcription factor binding,dna-binding transcription factor activity,rna polymerase ii transcription regulatory region sequence-specific dna binding,calcineurin-nfat signaling cascade,immune response,muscle function
POLD4,dna-directed dna polymerase activity,dna synthesis involved in dna repair,dna replication,protein binding,positive regulation of endothelial cell proliferation,nucleus localization
SAP18,transcriptional corepressor activity,rna binding,protein binding,regulation of dna-templated transcription,mrna processing,apoptotic process regulation
HDAC2,histone deacetylase activity,chromatin remodeling,transcriptional regulation,dna binding,tumor suppressor gene silencing,oncogene expression
GORASP1,protein transport,n-linked glycosylation,golgi organization,protein binding,metal ion binding,golgi apparatus localization
CHMP4A,multivesicular body assembly,viral budding via host escrt complex,autophagosome maturation,protein catabolic process,membrane fission,protein degradation
WIPF2,actin binding,protein binding,cytoplasm localization,cytoskeleton organization,cell migration,cell adhesion
METTL3,mrna m(6)a methyltransferase activity,rna binding,regulation of translation,dna damage response,immune system regulation,negative regulation of notch signaling pathway
SPCS3,signal peptidase complex subunit,protein binding,viral protein processing,protein targeting to er,proteolysis,endoplasmic reticulum membrane
CHUK,ikk activity,nf-kappab signaling,inflammation,tumor microenvironment,immune evasion,cell survival
HGS,protein domain specific binding,protein binding,kinase activity,ubiquitin-like protein ligase binding,phosphatidylinositol binding,negative regulation of cell population proliferation
FUS,rna binding,chromatin binding,transcription coactivator activity,dna-templated transcription,membraneless organelle assembly,mrna splicing
IFT52,intraflagellar transport,ciliary assembly,smoothened signaling pathway,protein binding,cilia function,developmental abnormalities
RAD23B,dna repair,protein degradation,proteasome binding,nucleotide-excision repair,dna damage response,ubiquitin bindin
MSL3,dna binding,histone reader activity,methylated histone binding,chromatin organization,regulation of dna-templated transcription,positive regulation of dna-templated transcription
ATP6AP2,v-type atpase activity,lysosomal lumen acidification,proton transmembrane transport,regulation of mapk cascade,positive regulation of wnt signaling pathway,protein binding
CHRD,bmp binding,cytokine binding,negative regulation of bmp signaling pathway,system development,dorsal/ventral pattern formation,skeletal system development
IL21R,interleukin 21 receptor activity,cytokine-mediated signaling pathway,natural killer cell activation,immunoglobulin mediated immune response,plasma membrane localization,transmembrane signaling receptor activity
SLC9A3R1,sodium/hydrogen exchanger regulatory factor,nhe protein interaction,cellular ph homeostasis,ion balance regulation,tumor growth,chemoresistance
PARD6B,protein-containing complex assembly,establishment or maintenance of cell polarity,regulation of cell migration,axonogenesis,cell division,centrosome cycle
IL22RA1,interleukin-22 receptor activity,cytokine receptor activity,interleukin-20 binding,protein binding,defense response to gram-negative bacterium,negative regulation of inflammatory response
GDF2,growth factor activity,cytokine activity,protein serine/threonine kinase activator activity,angiogenesis,cartilage development,bmp signaling pathway
RFX5,rna polymerase ii transcription regulatory region sequence-specific dna binding,dna-binding transcription activator activity,regulation of dna-templated transcription,mhc class ii biosynthetic process,nucleus,positive regulation of mhc class ii expressio
MRPL51,mitochondrial translation,protein binding,ribosome,structural constituent of ribosome,mitochondrion,mitochondrial inner membrane
IL7,interleukin-7 receptor binding,growth factor activity,cytokine activity,positive regulation of gene expression,positive regulation of b cell differentiation,t cell lineage commitment
HNRNPU,mrna processing,regulation of chromatin organization,cellular response to stimuli,dna replication,double-stranded dna binding,rna binding
ITGB6,integrin-mediated signaling pathway,cell-cell adhesion,cell-matrix adhesion,tgf-beta receptor signaling pathway,immune response,emt(epithelial-mesenchymal transition)
MEAF6,histone h3k14 acetyltransferase activity,histone h4k5 acetyltransferase activity,moz/morf histone acetyltransferase complex,histone h4k8 acetyltransferase activity,chromatin remodeling,regulation of dna-templated transcriptio
RARA,retinoic acid binding,dna binding,transcription factor activity,rna polymerase ii transcription regulatory region sequence-specific dna binding,cellular response to retinoic acid,regulation of hematopoietic progenitor cell differentiation
MRPL12,mitochondrial translation,ribosomal subunit assembly,mrna binding,rna binding,protein synthesis,mitochondria localizatio
SUGT1,protein-folding chaperone binding,regulation of protein stability,spindle organization,kinetochore assembly,protein binding,lncrna bindin
PIK3CB,phosphatidylinositol 3-kinase activity,positive regulation of rac protein signal transduction,regulation of clathrin-dependent endocytosis,autophagy,angiogenesis involved in wound healing,cell adhesion
KSR2,mapk cascade,protein kinase activity,histone kinase activity,scaffolding protein,cell proliferation,signal transduction
DCTN3,microtubule-based process,dynactin complex,cell division,cytoskeleton-dependent cytokinesis,mitotic cell cycle,protein binding
MSL1,chromatin remodeling,positive regulation of dna-templated transcription,protein binding,nucleus,nuclear speck,h4 histone acetyltransferase complex
ABCA1,cholesterol metabolic process,reverse cholesterol transport,phospholipid efflux,high-density lipoprotein particle assembly,apolipoprotein a-i binding,atp hydrolysis activity
CRK,sh2 domain binding,protein tyrosine kinase binding,rac protein signal transduction,cell migration,regulation of actin cytoskeleton organization,cell population proliferatio
PFN1,actin monomer binding,positive regulation of actin filament polymerization,small gtpase binding,phosphatidylinositol-4,5-bisphosphate binding,focal adhesion
TOMM40,protein transmembrane transporter activity,protein binding,protein targeting to mitochondrion,protein transport,mitochondrial outer membrane translocase complex,monoatomic ion transpor
HAUS4,microtubule minus-end binding,centrosome cycle,cell division,spindle assembly,regulation of microtubule nucleation,protein binding
ARHGAP1,rho protein signal transduction,gtpase activator activity,endosomal transport,protein binding,small gtpase binding,cadherin binding
ATP6V1G2,proton-transporting atpase activity,rotational mechanism,regulation of macroautophagy,protein binding,vacuolar proton-transporting v-type atpase complex,lysosome localizatio
RAB3GAP1,small gtpase binding,guanyl-nucleotide exchange factor activity,protein binding,gtpase activator activity,endoplasmic reticulum tubular network,positive regulation of gtpase activity
LCK,t cell receptor signaling pathway,positive regulation of t cell activation,tcr signal transduction,protein tyrosine kinase activity,histone h3y41 kinase activity,cd8 receptor binding
NPNT,integrin binding,extracellular matrix structural constituent,positive regulation of transforming growth factor beta receptor signaling pathway,cell-cell adhesion mediated by integrin,cell-matrix adhesion,smooth muscle differentiatio
EREG,epidermal growth factor receptor binding,receptor ligand activity,growth factor activity,erbb2-egfr signaling pathway,positive regulation of cell division,angiogenesis
GOLGA2,golgin subfamily a conserved domain-containing protein,copii-coated er to golgi transport vesicle,cis-golgi network,golgi apparatus,microtubule binding,cell division
TGFBR2,transforming growth factor beta binding,receptor complex,protein serine/threonine kinase activity,smad binding,cell proliferation involved in endocardial cushion morphogenesis,type ii
ZWILCH,kinetochore,protein localization to kinetochore,chromosome segregation,mitotic spindle assembly checkpoint signaling,spindle microtubule attachment,rzz comple
F2R,positive regulation of interleukin-6 production,mapk cascade,dna-templated transcription,regulation of synaptic plasticity,positive regulation of cell migration,platelet activation
PMF1,positive regulation of dna-templated transcription,cell division,chromosome segregation,spindle microtubule attachment to kinetochore,transcription by rna polymerase ii,protein bindin
ACTA1,actin filament,cytoskeleton,muscle contraction,response to mechanical stimulus,mesenchymal migration,protein binding
HSCB,protein folding chaperone binding,iron-sulfur cluster assembly,primitive erythrocyte differentiation,protein complex oligomerization,metal ion binding,cytoplasm localizatio
NKX2-5,cardiac muscle cell differentiation,heart looping,embryonic heart tube development,cardiac muscle contraction,transcription factor binding,outflow tract morphogenesis
BAX,mitochondrial membrane permeability,cytochrome c release,apoptosis,bcl-2 family interaction,programmed cell death,apoptotic signaling cascades
TNFRSF17,signaling receptor activity,protein binding,signal transduction,tumor necrosis factor-mediated signaling pathway,adaptive immune response,lymphocyte homeostasis
SERPIND1,serine-type endopeptidase inhibitor activity,heparin binding,chemotaxis,extracellular space,protein binding,blood coagulation
AXL,tyrosine kinase activity,pi3k/akt pathway,cell migration,immune evasion,tumor metastasis,signaling cascade
STK3,histone kinase activity,protein kinase activity,negative regulation of epithelial cell proliferation,hippo signaling,extrinsic apoptotic signaling pathway via death domain receptors,cellular signal transduction
C1R,complement activation,serine-type peptidase activity,classical pathway,innate immune response,extracellular region,proteolysi
SRRM2,mrna splicing,via spliceosome,rna binding,pre-mrna splicing,u2-type catalytic step 2 spliceosome,c2h2 zinc finger domain binding
EPS15,protein binding,clathrin coat assembly,receptor-mediated endocytosis,endosomal transport,positive regulation of receptor recycling,regulation of cell population proliferatio
SEMA7A,chemorepellent activity,protein binding,integrin binding,semaphorin receptor binding,neuropilin binding,axon guidance
CD4,t cell activation,antigen recognition,mhc class ii protein binding,mapk cascade,nf-kappab signaling,calcium-mediated signaling
SRSF6,rna binding,protein binding,alternative mrna splicing,mrna splicing,positive regulation of epithelial cell proliferation,regulation of wound healing
OTULIN,cysteine-type peptidase activity,cysteine-type deubiquitinase activity,negative regulation of nf-kappab transcription factor activity,regulation of canonical wnt signaling pathway,protein ubiquitination,protein linear deubiquitinatio
LEP,hormone activity,leptin receptor binding,positive regulation of interleukin-6 production,regulation of metabolic process,insulin secretion,positive regulation of phosphatidylinositol 3-kinase/protein kinase b signal transduction
BDNF,brain-derived neurotrophic factor receptor signaling pathway,positive regulation of synapse assembly,negative regulation of neuron apoptotic process,angiogenesis,cell proliferation,cell survival
ERI1,3'-5' exonuclease activity,ribosome biogenesis,rrna processing,rna binding,histone mrna catabolic process,nucleus localization
AHSG,cysteine-type endopeptidase inhibitor activity,endopeptidase inhibitor activity,kinase inhibitor activity,protein binding,extracellular space,extracellular matrix
HAUS8,microtubule binding,spindle assembly,regulation of microtubule nucleation,cell division,centrosome cycle,spindle pole
URM1,protein tag activity,sulfur carrier activity,trna processing,protein urmylation,trna thio-modification,cytoplasm localization
LIN7A,protein-containing complex assembly,synaptic vesicle transport,exosome biogenesis,tight junction formation,cell-cell junction,epithelial-mesenchymal transition (emt)
HLA-DQB1,peptide antigen binding,mhc class ii protein complex binding,mhc class ii receptor activity,antigen processing and presentation,immune response,adaptive immune response
PARVG,actin binding,protein binding,focal adhesion,cell-matrix adhesion,actin cytoskeleton organization,cell polarity
CAMK2A,calcium/calmodulin-dependent protein kinase activity,protein serine/threonine kinase activity,glutamate receptor binding,positive regulation of calcium ion transport,regulation of neurotransmitter secretion,dendritic spine development
RPP14,ribonuclease p rna binding,ribonuclease p activity,trna processing,trna 5'-leader removal,nucleus localization,protein binding
PRC1,kinesin binding,protein kinase binding,microtubule binding,regulation of cytokinesis,positive regulation of cell population proliferation,mitotic spindle elongation
ARRB1,g protein-coupled receptor binding,signal transduction,protein ubiquitination,transcription coactivator activity,erk1 and erk2 cascade,nf-kappab transcription factor activity
MYL12B,myosin heavy chain binding,calcium ion binding,metal ion binding,regulation of cell shape,stress fiber,cytosol
LIN7B,pdz domain binding,protein kinase binding,protein transport,synaptic vesicle transport,cell-cell junction,regulation of synaptic assembl
